ID,Prompt Title,Audience,Category,Subcategory,Key Stage,Subject,SEND Tag,Compliance Tags,Free/Premium,SEO Keyword,Prompt
L013,Subject Leader Deep Dive Prep,Leader,Ofsted,Subject Leadership,School Leader,Ofsted,None,UK Curriculum Aligned,Premium,subject leader deep dive preparation UK Ofsted secondary,"You are an AI assistant helping a UK subject leader prepare for an Ofsted deep dive in [SUBJECT] at a [SCHOOL TYPE]. A deep dive involves an inspector reviewing curriculum documentation, observing lessons, speaking with pupils and staff, and scrutinising books or portfolios. Prepare the subject leader with: a complete document checklist of everything to have available (curriculum map, schemes of work, assessment data, professional development records, monitoring evidence); a talking points guide for the subject leader conversation with the inspector, covering intent, implementation, and impact; five likely inspector questions and model responses; guidance on presenting pupil work to best effect; and a pre-deep-dive self-review exercise for the subject leader. Include a brief note on how to present the subject's position honestly, including areas for development, without undermining confidence. Suggest how the subject leader involves and briefs class teachers before the inspection. Align to the Ofsted EIF and current subject-specific inspection guidance."
L014,Personal Development Evidence Builder,Leader,Ofsted,Personal Development,School Leader,Ofsted,None,"UK Curriculum Aligned, Age Appropriate",Premium,personal development evidence UK Ofsted school leader,"You are an AI assistant helping a UK school leader build a comprehensive evidence base for Ofsted's Personal Development judgement, which covers the school's provision for pupils' spiritual, moral, social, and cultural (SMSC) development, character education, relationships and sex education (RSE), careers guidance, and enrichment opportunities. Design an evidence pack structure including: a SMSC audit grid mapping existing activities to the four SMSC domains; a careers guidance evidence checklist aligned to the eight Gatsby benchmarks; an RSE curriculum overview with evidence of statutory compliance; an enrichment and wider curriculum audit (clubs, visits, performances, community links); a character education strategy summary; and a pupil voice evidence set (five sample questions and responses). For each section, identify what Ofsted specifically looks for and what outstanding evidence looks like. Provide a gap analysis. Align to Ofsted EIF Personal Development grade descriptors and statutory RSHE guidance."
L015,SEND Ofsted Readiness Checker,Leader,Ofsted,SEND Readiness,School Leader,Ofsted,SEND,"GDPR Friendly, SEND Friendly, Safeguarding Checked",Premium,SEND Ofsted readiness UK school SENCO leader inspection,"You are an AI assistant helping a UK SENCO or school leader assess their SEND provision's readiness for Ofsted inspection. Ofsted evaluates SEND provision across multiple judgement areas and inspectors look specifically for evidence that pupils with SEND are well supported and making progress. Produce a SEND readiness audit covering: the SEND register: is it accurate and up to date?; EHCP documentation: are all plans reviewed annually and outcomes evidenced?; Graduated Approach documentation: is there clear Assess, Plan, Do, Review evidence for SEND support pupils?; staff training: have all staff received appropriate SEND awareness training?; SEND information report: is the school's website SEND information report up to date and compliant?; SEND pupil progress: can the school demonstrate that SEND pupils make good progress from their starting points?; and pupil and parent voice: is there evidence of involving pupils and families in SEND decisions? For each area, provide a red-amber-green rating and a priority action. Align to SEND Code of Practice 2015 and KCSIE 2024."
L016,Early Years Ofsted Prep,Leader,Ofsted,Early Years,School Leader,Ofsted,None,"UK Curriculum Aligned, Safeguarding Checked, Age Appropriate",Premium,early years EYFS Ofsted preparation UK school leader,"You are an AI assistant helping a UK school leader or early years leader prepare their Early Years Foundation Stage (EYFS) provision for Ofsted inspection. EYFS inspections focus on the curriculum design, quality of adult interactions, assessment, safeguarding, and the readiness of children to transition to Year 1. Produce an EYFS Ofsted preparation guide covering: curriculum documentation aligned to the 2021 Development Matters and the Early Learning Goals; a self-evaluation of adult interaction quality using the ECERS or Sustained Shared Thinking framework; assessment evidence (Development Matters tracker, observations, and learning journals); safeguarding self-audit specific to the early years setting; a readiness plan for the Year 1 transition; and pupil voice evidence (age-appropriate discussions with children). Include five likely Ofsted inspector questions for the early years leader and model responses. Provide a 60-day action plan. Align to the EYFS Statutory Framework 2021 and Ofsted EIF."
L017,Sixth Form Ofsted Readiness Builder,Leader,Ofsted,Sixth Form,School Leader,Ofsted,None,UK Curriculum Aligned,Premium,sixth form Ofsted readiness UK school leader A-level,"You are an AI assistant helping a UK school leader or sixth form director prepare their sixth form for Ofsted inspection. Sixth forms are inspected under the same EIF framework, with particular focus on A-Level outcomes, progression destinations, curriculum breadth, and the quality of careers and personal development provision. Produce a sixth form readiness guide covering: A-Level attainment and progress data (Value Added score, comparison to national benchmarks); student progression data (destinations to higher education, apprenticeships, and employment); curriculum breadth and subject take-up analysis; quality of careers guidance (UCAS support, Higher Education days, employer visits); PSHE and personal development programme review; and student voice evidence. Include five likely Ofsted inspector questions for the sixth form leader and model responses. Identify the three highest-risk areas for the current sixth form and a targeted action plan. Align to Ofsted EIF, DfE 16 to 19 funding rules, and the Gatsby benchmarks for careers guidance."
L018,Curriculum Narrative Builder,Leader,Ofsted,Curriculum Leadership,School Leader,Ofsted,None,UK Curriculum Aligned,Premium,curriculum narrative builder UK school Ofsted leader,"You are an AI assistant helping a UK headteacher or curriculum leader write a compelling curriculum narrative for [SCHOOL TYPE]. A curriculum narrative is a clear, coherent explanation of why the school's curriculum is designed as it is, what it is trying to achieve, and how it serves all pupils. This narrative should be used to guide conversations with Ofsted inspectors, governors, and parents. Write a curriculum narrative framework covering: the school's context and community (demographics, prior attainment, disadvantage levels); the curriculum vision and principles (what the school believes about knowledge, skills, and character); the rationale for content choices and sequencing; how the curriculum meets National Curriculum requirements while going beyond the minimum; how the curriculum serves SEND, EAL, and disadvantaged pupils; and how the school knows the curriculum is working. Include example narrative text for each section. Provide a brief guide on presenting the narrative verbally to an inspector. Align to Ofsted EIF Quality of Education intent descriptors."
L019,Ofsted Action Plan Generator,Leader,Ofsted,Post-Inspection,School Leader,Ofsted,None,"UK Curriculum Aligned, Safeguarding Checked",Premium,Ofsted action plan UK school improvement post inspection,"You are an AI assistant helping a UK school leader create an action plan in response to Ofsted inspection findings. The school received a [JUDGEMENT] overall, with the following specific areas requiring action: [LIST KEY FINDINGS OR AREAS FOR IMPROVEMENT]. Produce a structured post-inspection action plan including: a summary of each Ofsted finding with the relevant EIF criteria; a specific improvement action for each finding; a lead person responsible; a timeline for completion; success criteria for each action; and an evidence collection plan. Prioritise actions by urgency: immediate (within four weeks), short-term (within one term), and medium-term (within one year). Include a governor communication template summarising the action plan and the school's response to the inspection. Suggest a monitoring schedule for the headteacher and governors to track progress against the plan. Align all actions to the Ofsted EIF and the relevant DfE or subject-specific guidance. Provide a brief note on managing staff morale following an inspection."
L020,Parent Survey Evidence Builder,Leader,Ofsted,Parent Voice,School Leader,Ofsted,None,"GDPR Friendly, Age Appropriate",Premium,parent survey Ofsted evidence UK school leader,"You are an AI assistant helping a UK school leader design and use parent survey data as Ofsted evidence. Ofsted collects parent views through Ofsted Parent View and during inspection. To supplement this, the school can conduct its own survey. Design a parent survey of 15 questions aligned to Ofsted's key parent-voice evidence areas: safety and behaviour; quality of teaching and learning; communication with parents; SEND support (for parents of children with SEND); attendance and punctuality; the school's response to concerns and complaints; and overall satisfaction. Include Likert scale and open-ended questions. Provide guidance on administering the survey (timing, accessibility for non-English-speaking parents, GDPR compliance). Design an analysis template for summarising results. Suggest how the school presents positive survey data as Ofsted evidence, and how it responds constructively to negative feedback. Align the survey questions to Ofsted Parent View topics. Include a brief translation note for EAL families."
L021,Pupil Voice Evidence Collector,Leader,Ofsted,Pupil Voice,School Leader,Ofsted,None,"GDPR Friendly, Age Appropriate",Premium,pupil voice evidence Ofsted UK school leader inspector,"You are an AI assistant helping a UK school leader collect and organise pupil voice evidence for Ofsted inspection. Ofsted inspectors speak directly with pupils during inspection; well-prepared, authentic pupil voice is powerful evidence. Design a pupil voice evidence collection system including: a set of five pupil discussion groups to be held in advance, each with a different focus (curriculum, behaviour, safety, personal development, and SEND); a question set for each group (eight questions per group, age-appropriate); a guidance note for the adult facilitating pupil discussions on how to create an open, honest environment; a template for recording and summarising pupil responses; and a guide on presenting pupil voice evidence in the SEF. Provide five pupil discussion questions that Ofsted inspectors typically ask directly and how the school can ensure pupils feel confident and authentic in their responses. Include a GDPR note on recording pupil voices. Align to Ofsted EIF evidence requirements across all four judgement areas."
L022,Governor Challenge Question Builder,Leader,Ofsted,Governance,School Leader,Ofsted,None,UK Curriculum Aligned,Premium,governor challenge questions UK school Ofsted governance,"You are an AI assistant helping a UK school governing body develop effective challenge questions for use at governor meetings and during Ofsted inspection governance interviews. Ofsted evaluates governance as part of the Leadership and Management judgement and looks for evidence that governors hold leaders to account rigorously. Generate 25 governor challenge questions across five key governance areas: (1) Pupil outcomes: five questions that challenge the headteacher on attainment, progress, and achievement gaps; (2) Curriculum and teaching: five questions on curriculum intent, sequencing, and teaching quality; (3) Safeguarding: five questions on the school's safeguarding culture, DSL capacity, and KCSIE compliance; (4) Financial management: five questions on budget management, value for money, and Pupil Premium impact; and (5) SEND and inclusion: five questions on SEND provision, EHCPs, and inclusion outcomes. For each question, note what a strong headteacher response would include. Include a brief governor self-review on the quality of their challenge function. Align to Ofsted EIF governance expectations."
L023,Ofsted Letter Response Drafter,Leader,Ofsted,Communication,School Leader,Ofsted,None,"UK Curriculum Aligned, Safeguarding Checked",Premium,Ofsted letter response UK school leader inspection draft,"You are an AI assistant helping a UK headteacher draft a formal response to an Ofsted inspection letter or report. The school received a [JUDGEMENT] overall judgement and the inspection letter or report highlights [DESCRIBE KEY FINDINGS OR REQUIRED ACTIONS]. Write a professional response letter to Ofsted addressing: an acknowledgement of the inspection findings; areas of agreement with the inspector's judgements; any areas where the school respectfully disagrees with findings and why, supported by evidence; the school's commitment to the areas identified for improvement; and key actions already underway since the inspection date. Ensure the tone is professional, confident, and evidence-based rather than defensive. Include a section on the school's strengths that may not have been fully captured in the inspection report. Provide a timeline for addressing areas of improvement. Include a parent-facing version of the response for the school newsletter or website. Align the response to Ofsted's post-inspection guidance on school communication."
L024,Post-Ofsted Action Plan Builder,Leader,Ofsted,Post-Inspection,School Leader,Ofsted,None,UK Curriculum Aligned,Premium,post Ofsted action plan UK school improvement builder,"You are an AI assistant helping a UK school leader build a detailed Post-Ofsted Action Plan following a [JUDGEMENT] inspection outcome. The plan must address each area requiring improvement identified in the inspection report. For each area, structure the action plan with: a clear statement of the issue as identified by Ofsted; the root cause analysis (why did this weakness exist?); specific improvement actions with SMART targets; the lead person and supporting team; resource requirements and budget implications; a timeline with milestone dates; success criteria and how impact will be measured; and a review date. Ensure the plan has a realistic timeline that is ambitious but achievable: some actions within four weeks, others over one or two terms. Include a governor monitoring schedule showing how the governing body will track implementation. Provide a brief staff communication plan explaining the action plan to all staff positively. Include a parent communication note. Align to Ofsted EIF and any specific DfE requirements for schools in particular categories (e.g., Requires Improvement)."
L025,Monitoring Visit Preparation Tool,Leader,Ofsted,Inspection Readiness,School Leader,Ofsted,None,"UK Curriculum Aligned, Safeguarding Checked",Premium,Ofsted monitoring visit preparation UK school leader,"You are an AI assistant helping a UK school leader prepare for an Ofsted monitoring visit. Monitoring visits occur when a school has been judged Inadequate or Requires Improvement and HMI (Her Majesty's Inspectors) return to check on progress. The school received a [JUDGEMENT] grade and was previously identified as having weaknesses in [DESCRIBE AREAS]. Prepare the school leader with: a review of progress made against each area identified in the original inspection; a document pack list for the monitoring visit; likely HMI questions for a monitoring visit context; guidance on how to present improvement evidence compellingly (data trends, case studies, observation evidence); a governor briefing note on their role during the monitoring visit; and a staff briefing script to reassure staff and ensure consistent messages. Include a safeguarding update check specifically for monitoring visits. Provide a day-of-visit schedule and preparation checklist. Align to Ofsted monitoring visit guidance and the relevant school category requirements."
L026,School Improvement Plan Builder,Leader,School Improvement,SIP,School Leader,Improvement,None,UK Curriculum Aligned,Premium,school improvement plan builder UK headteacher SIP,"You are an AI assistant helping a UK headteacher or school leader build a comprehensive School Improvement Plan (SIP) for the academic year [YEAR]. The school is a [SCHOOL TYPE] with the following key priorities: [LIST 3-5 IMPROVEMENT PRIORITIES]. For each priority, design a SIP section including: a clear rationale with reference to current data and evidence; SMART targets for the end of the year; key actions and milestones broken into half-termly steps; lead person and supporting colleagues; resource requirements and budget allocation; success criteria including both leading and lagging indicators; and a monitoring and review schedule. Include a whole-school SIP overview page showing all priorities on a single page for governors. Provide guidance on involving middle leaders in writing their subject or phase contributions to the SIP. Include a brief note on how the SIP links to the school's three-year strategic plan. Align the SIP priorities to Ofsted EIF judgement areas and the DfE school improvement framework."
L027,Attendance Strategy Designer,Leader,School Improvement,Attendance,School Leader,Improvement,None,"UK Curriculum Aligned, Safeguarding Checked",Premium,school attendance strategy design UK leader improvement,"You are an AI assistant helping a UK school leader design a comprehensive whole-school attendance strategy for the academic year [YEAR]. Current attendance data shows: overall attendance [X]%, persistent absence [X]%, and the pupil groups with the lowest attendance are [DESCRIBE, e.g., SEND, Pupil Premium, or Year 7]. Drawing on the DfE Working Together to Improve School Attendance guidance and the National Framework for School Attendance, design a strategy covering: whole-school prevention (culture, first-day response, parent engagement); early intervention (for pupils at 90-95% attendance); targeted support (for persistent absentees); and intensive support (for severely absent pupils). For each tier, provide specific actions, lead personnel, and success measures. Include a parent engagement plan with communication templates. Design a data monitoring system for tracking attendance weekly. Suggest how to work with the local authority attendance officer. Provide a half-termly review cycle. Align to Ofsted attendance expectations and the EIF."
L028,Behaviour Strategy Builder,Leader,School Improvement,Behaviour,School Leader,Improvement,None,"UK Curriculum Aligned, Safeguarding Checked",Premium,school behaviour strategy UK leader improvement plan,"You are an AI assistant helping a UK school leader design a whole-school behaviour strategy for [SCHOOL TYPE]. Current behaviour data shows: [BRIEF DATA SUMMARY, e.g., fixed-period exclusions per 100 pupils, internal exclusion rates, or behaviour incident logs]. Drawing on the DfE Behaviour in Schools guidance, the Ofsted EIF, and evidence-based approaches such as restorative practice and trauma-informed teaching, design a strategy that includes: a shared behaviour vision and set of core values; a consistent whole-school behaviour framework (expectations, routines, rewards, and sanctions); a staff training plan on behaviour management; a pastoral support structure (form tutors, heads of year, SEMH leads); a SEND-informed behaviour approach that complies with the Equalities Act 2010; and a family partnership plan for supporting good behaviour at home and school. Include a data monitoring system for tracking behaviour incidents. Set half-termly targets. Provide a staff communication plan. Align to DfE Behaviour in Schools guidance and Ofsted EIF."
L029,Reading Improvement Planner,Leader,School Improvement,Reading,School Leader,Improvement,None,"UK Curriculum Aligned, Age Appropriate",Premium,school reading improvement plan UK leader strategy,"You are an AI assistant helping a UK school leader design a whole-school reading improvement plan for [SCHOOL TYPE]. Current reading data shows: [BRIEF DATA SUMMARY, e.g., KS2 reading SATs results, percentage of pupils at or above reading age, or phonics screening check pass rate]. Drawing on the Education Endowment Foundation's evidence on reading and the DfE Reading Framework, design a plan covering: a phonics programme for early readers (KS1 and catch-up KS2-3); a comprehension programme for all pupils; a whole-school reading for pleasure strategy; a targeted reading intervention system for pupils below reading age; staff training in reading pedagogy; a family reading engagement programme; and a library or resource provision plan. For each component, specify the lead person, timeline, resources, and success measures. Include a reading data monitoring cycle. Provide a brief note on supporting pupils with dyslexia and EAL within the reading improvement plan. Align to the DfE Reading Framework and EEF Literacy guidance."
L030,SEND Improvement Framework,Leader,School Improvement,SEND,School Leader,Improvement,SEND,"GDPR Friendly, SEND Friendly",Premium,SEND improvement plan UK school leader SENCO framework,"You are an AI assistant helping a UK SENCO or school leader design a SEND improvement framework for [SCHOOL TYPE]. Current SEND data shows: [BRIEF DATA SUMMARY, e.g., percentage of pupils with SEND, EHCP numbers, SEND pupil progress gap, Ofsted findings on SEND]. Drawing on the SEND Code of Practice 2015, the DfE SEND Review, and Ofsted expectations, design an improvement framework covering: a SEND identification and assessment process review; a Graduated Approach (Assess, Plan, Do, Review) implementation audit; EHCP quality review process; SENCO workload and capacity review; staff SEND awareness training programme; family partnership enhancement plan; and an inclusion and provision map review. For each area, include a current position assessment, improvement actions, lead person, timeline, and success measures. Provide a SEND data monitoring cycle. Include a governor reporting template for SEND. Align to SEND Code of Practice 2015 and the SEND and AP Improvement Plan."
L031,Disadvantaged Pupil Strategy Builder,Leader,School Improvement,Disadvantaged Pupils,School Leader,Improvement,None,"UK Curriculum Aligned, GDPR Friendly",Premium,disadvantaged pupil strategy UK school leader gap closing,"You are an AI assistant helping a UK school leader design a comprehensive strategy to improve outcomes for disadvantaged pupils at [SCHOOL TYPE]. Current data shows the disadvantaged attainment gap is [X MONTHS/GRADES] compared to non-disadvantaged peers. Drawing on the Education Endowment Foundation's evidence toolkit and the DfE guidance on supporting disadvantaged pupils, design a strategy covering: a root cause analysis of the current disadvantaged gap (academic, attendance, behaviour, wellbeing, or curriculum access barriers); a tiered approach using high-quality teaching first, targeted academic support second, and wider support third; a Pupil Premium spending plan for the current year with specific, evidenced interventions; a family engagement plan to support disadvantaged families; and a data monitoring cycle to track the disadvantaged gap termly. Include a governor reporting template on disadvantaged outcomes. Provide a brief note on how to identify which disadvantaged pupils need which type of support. Align to EEF guidance and DfE Pupil Premium guidance."
L032,Pupil Premium Strategy Writer,Leader,School Improvement,Pupil Premium,School Leader,Improvement,None,"UK Curriculum Aligned, GDPR Friendly",Premium,Pupil Premium strategy writer UK school leader template,"You are an AI assistant helping a UK school leader write the annual Pupil Premium strategy statement for publication on the school website. The school receives [PUPIL PREMIUM AMOUNT] for [NUMBER] eligible pupils and the current disadvantaged attainment gap is [DESCRIBE]. The Pupil Premium strategy statement must be updated annually and published on the school website. Write the complete strategy document covering: Part A (Pupil Premium strategy plan): pupil premium overview, barriers to achievement, approach to spending (teaching, targeted academic support, wider strategies), and budget summary; Part B (Review of the previous year's strategy): impact of last year's spending with specific data evidence; and a summary statement of how the school will evaluate the impact of current year spending. Ensure the language is clear and accessible for parents and governors. Include a budget table. Align to DfE Pupil Premium strategy guidance and EEF evidence standards."
L033,Sports Premium Plan Generator,Leader,School Improvement,Sports Premium,School Leader,Improvement,None,"UK Curriculum Aligned, Age Appropriate",Premium,Sports Premium plan UK primary school leader template,"You are an AI assistant helping a UK primary school headteacher write the annual PE and Sport Premium plan and impact report for publication on the school website. The school receives [SPORTS PREMIUM AMOUNT] and the plan covers the academic year [YEAR]. The plan must demonstrate how the funding is being spent to improve the quality of PE and sport provision. Write the complete Sports Premium plan including: an overview of the funding received and carryover; current PE and sport provision assessment (strengths and areas for development); planned spending across five key indicators (staffing and CPD, curriculum PE, extra-curricular, competitions, and healthy active lifestyles); expected impact for each spend area; a sustainability plan showing how improvements will continue after funding; and a year-end impact review template. Ensure the plan is structured to demonstrate sustained improvement and legacy. Align to DfE Sports Premium guidance and the five key indicators for PE and sport premium use in primary schools."
L034,Catch-Up Funding Strategy Builder,Leader,School Improvement,Catch-Up Funding,School Leader,Improvement,None,UK Curriculum Aligned,Premium,COVID catch-up funding strategy UK school leader plan,"You are an AI assistant helping a UK school leader design a recovery and catch-up strategy for pupils who have experienced learning loss due to school disruption or absence. The school has identified the following priority groups for catch-up support: [DESCRIBE GROUPS, e.g., Year 7 pupils with low reading ages, disadvantaged pupils in KS4, or pupils who had high COVID-related absence]. Drawing on EEF guidance on effective catch-up interventions, design a strategy covering: identification of pupils with greatest learning loss using diagnostic assessment; a menu of targeted catch-up interventions matched to need (small group tuition, one-to-one support, or structured homework programmes); implementation guidance for each intervention; a staffing and timetabling plan; a family engagement element; and a monitoring and evaluation framework. Include a budget allocation template. Provide a brief note on the evidence quality ratings for different catch-up approaches from the EEF toolkit. Align to DfE recovery premium guidance."
L035,Closing the Gap Action Planner,Leader,School Improvement,Attainment Gap,School Leader,Improvement,None,"UK Curriculum Aligned, GDPR Friendly",Premium,closing attainment gap action plan UK school leader,"You are an AI assistant helping a UK school leader design a targeted action plan for closing specific attainment gaps at [SCHOOL TYPE]. The key gaps identified are: [DESCRIBE GAPS, e.g., Disadvantaged vs non-disadvantaged at KS4; SEND progress gap; boys underperformance in English; EAL pupils in KS2 writing]. For each gap, provide a structured action plan covering: a data analysis of the size and nature of the gap; a root cause analysis (why does this gap exist?); three specific, evidence-informed interventions to close the gap; resource requirements; lead person and timeline; and success criteria with specific data targets. Include a half-termly data monitoring schedule for each gap. Provide a governor report template summarising gap-closing actions and progress. Include a note on the ethical responsibility to close gaps without stigmatising the affected pupil groups. Align actions to EEF evidence guidance and DfE national statistics on attainment gaps."
L036,Curriculum Intent Statement Writer,Leader,School Improvement,Curriculum Leadership,School Leader,Improvement,None,UK Curriculum Aligned,Premium,curriculum intent statement writer UK school Ofsted leader,"You are an AI assistant helping a UK school leader write a compelling curriculum intent statement for [SCHOOL TYPE]. The curriculum intent statement explains why the school has designed its curriculum as it has, what it is trying to achieve, and how it serves the school's community. This statement is central to Ofsted's Quality of Education judgement. Write a complete curriculum intent statement covering: the school's vision and values and how these drive curriculum decisions; the school's community context and how the curriculum responds to it; the knowledge, skills, and cultural capital the curriculum aims to develop; how the curriculum builds on prior learning and prepares pupils for future stages; how the curriculum is ambitious for all pupils, including SEND, EAL, and disadvantaged; and how the curriculum goes beyond the National Curriculum minimum. Aim for a statement of approximately 400-600 words, in clear, professional language suitable for use in the SEF, on the website, and in conversation with Ofsted. Align to EIF Quality of Education intent descriptors."
L037,Assessment Policy Reviewer,Leader,School Improvement,Assessment Policy,School Leader,Improvement,None,UK Curriculum Aligned,Premium,school assessment policy review UK leader improvement Ofsted,"You are an AI assistant helping a UK school leader review and update the school's assessment policy. The current policy was last updated in [YEAR] and may not reflect current best practice or Ofsted expectations. Review the policy against the following criteria: Does the policy clearly distinguish between formative and summative assessment? Does it prohibit or limit excessive marking and promote sustainable feedback methods such as whole class feedback? Does it align to Ofsted's principle that assessment should not be a performance measure for teachers but a tool for improving learning? Is there clear guidance on how SEND adaptations are made to assessment? Does the policy address GDPR requirements for pupil data from assessments? Is there a clear reporting and communication framework for sharing assessment data with parents? Provide a structured review report with specific improvement recommendations and example revised policy text. Align to DfE assessment guidance, EEF metacognition evidence, and Ofsted EIF."
L038,Data Dashboard Interpreter,Leader,School Improvement,Data Analysis,School Leader,Improvement,None,"UK Curriculum Aligned, GDPR Friendly",Premium,school data dashboard interpretation UK leader teacher,"You are an AI assistant helping a UK school leader or data manager interpret school performance data from the current [DATA COLLECTION POINT, e.g., half-term assessment, end of year, or FFT dashboard]. The data includes: [DESCRIBE DATA AVAILABLE, e.g., Attainment 8 scores, Progress 8, KS2 results, or internal assessment grades]. Guide the leader through a structured data interpretation process covering: identifying whole-school trends in attainment and progress; comparing current cohort performance to previous cohorts and national benchmarks; identifying pupil groups making significantly more or less progress than expected (SEND, PP, EAL, boys/girls, high prior attainers); pinpointing specific subjects or year groups with concerning trends; and formulating specific, evidence-based improvement actions in response. Provide a data presentation template for governors. Suggest how to share data findings with middle leaders and class teachers constructively. Include a GDPR note on sharing pupil-level data. Align to Fischer Family Trust, RAISE, and Analyse School Performance guidance."
L039,Exclusion Reduction Strategy Builder,Leader,School Improvement,Exclusion Reduction,School Leader,Improvement,SEMH,"UK Curriculum Aligned, Safeguarding Checked, SEND Friendly",Premium,exclusion reduction strategy UK school leader plan,"You are an AI assistant helping a UK school leader design a strategy to reduce permanent and fixed-period exclusions at [SCHOOL TYPE]. Current exclusion data shows [X] fixed-period exclusions and [X] permanent exclusions per 100 pupils, with the following pupil groups most affected: [DESCRIBE, e.g., SEND, Pupil Premium, or SEMH]. Drawing on DfE exclusion guidance, Ofsted expectations, and the Equalities Act 2010, design a strategy covering: a root cause analysis of current exclusions; a pre-exclusion support pipeline (SEND review, SEMH intervention, pastoral support, family involvement); a managed move and alternative provision framework; a reintegration support process for pupils returning after exclusion; and staff training on SEND-informed and trauma-informed behaviour management. Provide specific actions, lead personnel, timelines, and success measures. Include a governor reporting template. Note the legal requirements for exclusion of pupils with SEND and EHCPs. Align to DfE exclusion guidance and the Ofsted EIF."
L040,Inclusion Strategy Designer,Leader,School Improvement,Inclusion,School Leader,Improvement,SEND,"GDPR Friendly, SEND Friendly, UK Curriculum Aligned",Premium,inclusion strategy design UK school leader SEND EAL,"You are an AI assistant helping a UK school leader design a whole-school inclusion strategy for [SCHOOL TYPE] that ensures all pupils, including those with SEND, EAL, or who are disadvantaged, can fully access the curriculum and thrive. Design a strategy covering: an inclusion audit framework (reviewing curriculum accessibility, physical environment, staffing capacity, and policy alignment); a SEND provision map review; an EAL support framework; a disadvantaged pupil support framework; an anti-discrimination and equality action plan aligned to the Equalities Act 2010; and a staff culture review (attitudes and language around inclusion). For each area, provide specific actions, lead personnel, resources, and success measures. Include a governor reporting template. Provide a brief note on GDPR and inclusion data. Design an inclusion monitoring cycle. Align to SEND Code of Practice 2015, the Equalities Act 2010, DfE EAL guidance, and Ofsted EIF inclusion expectations."
L041,Literacy Strategy Builder,Leader,School Improvement,Literacy,School Leader,Improvement,None,"UK Curriculum Aligned, Age Appropriate",Premium,whole school literacy strategy UK school leader improvement,"You are an AI assistant helping a UK school leader design a whole-school literacy strategy for [SCHOOL TYPE]. Current literacy data shows: [BRIEF DATA SUMMARY, e.g., reading age gaps, KS2 reading SATs outcomes, or GCSE English grades]. Drawing on the Education Endowment Foundation's Improving Literacy in Secondary Schools guidance and the DfE Reading Framework, design a strategy covering: a whole-school reading programme; a vocabulary instruction strategy embedded across all subjects; an oracy development programme; a writing improvement plan; a targeted literacy intervention system; and a family literacy engagement plan. For each component, specify the lead, resources, timeline, and success measures. Include a staff training plan on disciplinary literacy (subject-specific reading and writing). Provide a governor reporting template on literacy outcomes. Design a literacy data monitoring cycle. Align to the EEF Literacy guidance, the DfE Reading Framework, the National Curriculum English requirements, and Ofsted's expectations for reading as part of the EIF."
L042,Numeracy Strategy Designer,Leader,School Improvement,Numeracy,School Leader,Improvement,None,"UK Curriculum Aligned, Age Appropriate",Premium,whole school numeracy strategy UK school leader plan,"You are an AI assistant helping a UK school leader design a whole-school numeracy strategy for [SCHOOL TYPE]. Current numeracy data shows: [BRIEF DATA SUMMARY, e.g., KS2 Maths SATs outcomes, GCSE Maths grades, or numeracy gap for disadvantaged pupils]. Drawing on EEF evidence and the National Curriculum, design a strategy covering: a consistent approach to numeracy across all subjects; a mental arithmetic and number fluency programme; a problem-solving and mathematical reasoning strand; a targeted maths intervention system; a maths anxiety reduction approach; and a transition numeracy programme at KS2-3 and KS4-5 boundaries. For each component, specify the lead, resources, timeline, and success measures. Include a cross-curricular numeracy consistency guide for non-Maths departments (shared vocabulary, calculation methods, graph conventions). Provide a governor reporting template. Design a numeracy data monitoring cycle. Align to EEF Improving Mathematics guidance and the National Curriculum Maths requirements."
L043,EYFS Improvement Planner,Leader,School Improvement,Early Years,School Leader,Improvement,None,"UK Curriculum Aligned, Age Appropriate, Safeguarding Checked",Premium,EYFS improvement plan UK school leader early years,"You are an AI assistant helping a UK school leader or early years leader design an EYFS improvement plan for [SCHOOL TYPE]. Current EYFS data shows: [BRIEF DATA SUMMARY, e.g., Good Level of Development percentage, phonics screening results, or areas of learning where children are least secure]. Drawing on the EYFS Statutory Framework 2021, Development Matters, and Ofsted EYFS expectations, design an improvement plan covering: a curriculum review aligned to Development Matters and the Early Learning Goals; a quality of adult interaction improvement plan; an assessment practice review (reducing assessment burden while maintaining accuracy); a staff training and development programme; a parent partnership enhancement plan (including home learning); a transition into Year 1 improvement programme; and safeguarding in the early years. For each area, provide specific actions, lead, resources, timeline, and success measures. Include a governor reporting template. Align to EYFS Statutory Framework, Development Matters, and Ofsted EYFS inspection guidance."
